shape_idx,orig_label,rf_label,n_points_orig,n_points_rf,label_match,recovered_vertices,cap_strict,cap_bidir,align_rmse,mean_nn_dist,distance_threshold,recovered_indices,visualization_path
0,wall,wall,12,14,1,12,1.000000,1.000000,9.888742,2.761932,20.000000,2 3 4 5 6 7 8 9 10 11 0 1,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_000_wall.png
1,wall,wall,8,9,1,7,0.000000,0.571429,13.319176,10.189185,20.000000,4 3 2 1 6 0 5,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_001_wall.png
2,wall,wall,12,13,1,12,1.000000,1.000000,14.499098,3.415463,20.000000,2 3 4 5 6 7 8 9 10 11 0 1,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_002_wall.png
3,wall,wall,4,5,1,4,0.250000,0.500000,8.690083,14.528790,20.000000,0 2 1 3,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_003_wall.png
4,wall,wall,4,5,1,4,0.000000,1.000000,5.355812,9.184972,20.000000,0 3 2 1,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_004_wall.png
5,wall,wall,8,9,1,8,0.000000,0.625000,25.593720,11.786686,20.000000,2 6 5 4 3 1 0 7,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_005_wall.png
6,wall,wall,4,5,1,4,1.000000,1.000000,0.165846,0.166338,20.000000,2 3 0 1,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_006_wall.png
7,wall,wall,4,5,1,4,0.000000,1.000000,9.338366,14.697163,20.000000,1 0 3 2,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_007_wall.png
8,wall,wall,4,5,1,4,0.000000,1.000000,9.505667,13.933404,20.000000,1 0 3 2,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_008_wall.png
9,wall,wall,12,13,1,12,0.000000,1.000000,31.176956,8.474892,20.000000,11 10 9 8 7 6 5 4 3 2 1 0,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_009_wall.png
10,wall,wall,4,5,1,4,1.000000,1.000000,4.746323,8.112637,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_010_wall.png
11,wall,wall,18,15,1,0,0.000000,0.000000,71.827990,nan,20.000000,,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_011_wall.png
12,wall,wall,12,5,1,0,0.000000,0.000000,40.112712,nan,20.000000,,roboflow\cap_evaluation\TE_D_00051\TE_D_00051_png.rf.eb520f69f9ebd0d5733e2a5e2a849ec2\visualizations\shape_012_wall.png
