shape_idx,orig_label,rf_label,n_points_orig,n_points_rf,label_match,recovered_vertices,cap_strict,cap_bidir,align_rmse,mean_nn_dist,distance_threshold,recovered_indices,visualization_path
10,wall,wall,6,9,1,4,0.250000,0.500000,19.478096,14.703128,20.000000,0 2 3 1,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_010_wall.png
11,wall,wall,4,7,1,0,0.000000,0.000000,34.148671,nan,20.000000,,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_011_wall.png
12,wall,wall,4,5,1,4,1.000000,1.000000,0.793298,1.061656,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_012_wall.png
13,wall,wall,4,5,1,4,1.000000,1.000000,0.271541,0.334659,20.000000,2 3 0 1,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_013_wall.png
14,wall,wall,6,5,1,3,0.333333,0.333333,10.488626,10.147067,20.000000,3 0 2,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_014_wall.png
15,wall,wall,4,7,1,4,0.250000,0.500000,9.590444,11.153417,20.000000,1 3 0 2,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_015_wall.png
16,wall,wall,4,5,1,2,0.000000,0.000000,15.292816,5.038309,20.000000,0 2,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_016_wall.png
17,bathroom,wall,6,5,0,2,0.000000,0.000000,13.754237,9.187898,20.000000,0 2,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_017_bathroom.png
18,bathroom,bathroom,6,7,1,3,0.666667,0.666667,13.160544,12.027775,20.000000,0 1 5,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_018_bathroom.png
19,entrance,bathroom,6,7,0,6,1.000000,1.000000,6.922559,7.912941,20.000000,2 3 4 5 0 1,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_019_entrance.png
20,bathroom,entrance,4,7,0,1,0.000000,0.000000,24.308609,18.391947,20.000000,2,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_020_bathroom.png
21,balcony,bathroom,6,5,0,1,0.000000,0.000000,18.321035,14.716583,20.000000,0,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_021_balcony.png
22,bathroom,balcony,6,7,0,5,0.800000,0.800000,18.821833,14.818563,20.000000,3 4 5 0 2,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_022_bathroom.png
23,bed_room,bathroom,4,7,0,2,0.500000,1.000000,11.818569,13.029664,20.000000,0 3,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_023_bed_room.png
24,bed_room,bed_room,4,5,1,4,0.000000,1.000000,4.231155,4.595256,20.000000,3 2 1 0,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_024_bed_room.png
25,living_kitchen,bed_room,8,5,0,0,0.000000,0.000000,22.286798,nan,20.000000,,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_025_living_kitchen.png
26,bed_room,living_kitchen,8,9,0,0,0.000000,0.000000,63.858847,nan,20.000000,,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_026_bed_room.png
27,bed_room,bed_room,4,9,1,0,0.000000,0.000000,17.774803,nan,20.000000,,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_027_bed_room.png
28,others,bed_room,4,5,0,4,1.000000,1.000000,0.864757,1.782312,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_028_others.png
29,others,others,6,5,1,4,0.750000,0.750000,7.517583,8.022197,20.000000,3 0 1 2,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_029_others.png
30,others,others,4,7,1,3,0.666667,0.666667,12.311460,12.999094,20.000000,2 3 1,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_030_others.png
31,others,others,4,5,1,4,1.000000,1.000000,3.472503,5.352457,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_031_others.png
32,others,others,4,5,1,4,1.000000,1.000000,1.557328,2.274353,20.000000,2 3 0 1,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_032_others.png
33,others,others,14,5,1,5,0.400000,0.400000,10.247012,9.587625,20.000000,11 2 5 6 10,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_033_others.png
34,others,others,4,15,1,1,0.000000,0.000000,31.304549,12.184397,20.000000,2,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_034_others.png
35,others,others,4,5,1,4,1.000000,1.000000,0.637227,0.994149,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_035_others.png
36,others,others,4,5,1,2,0.000000,0.000000,17.903645,13.050483,20.000000,0 2,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_036_others.png
37,others,others,4,5,1,2,0.000000,0.000000,7.454025,6.483355,20.000000,0 2,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_037_others.png
38,background,others,42,5,0,0,0.000000,0.000000,37.648453,nan,20.000000,,roboflow\cap_evaluation\TE_D_00025\TE_D_00025_png.rf.93cfdc83c5abebdf7a4cd3b1776e9bb3\visualizations\shape_038_background.png
