file,source_shape_index,label,component_index,original_vertex_count,surviving_vertices,cap_strict,cap_bidir,indices
TE_D_00039_c425da_aug.json,48,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_c425da_aug.json,49,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_c425da_aug.json,50,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_c425da_aug.json,51,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_c425da_aug.json,52,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_c425da_aug.json,53,bed_room,0,6,6,1.000000,1.000000,0 1 2 3 4 5
TE_D_00039_c425da_aug.json,54,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_c425da_aug.json,55,others,0,6,6,1.000000,1.000000,0 1 2 3 4 5
TE_D_00039_c425da_aug.json,56,others,0,6,6,1.000000,1.000000,0 1 2 3 4 5
TE_D_00039_c425da_aug.json,58,background,0,30,10,0.800000,0.800000,10 11 12 13 14 15 16 17 24 25
TE_D_00039_c425da_aug.json,58,background,1,30,10,0.800000,0.800000,0 18 19 20 21 22 23 27 28 29
TE_D_00039_c425da_aug.json,58,background,2,30,10,0.800000,0.800000,1 2 3 4 5 6 7 8 9 26
