file,source_shape_index,label,component_index,original_vertex_count,surviving_vertices,cap_strict,cap_bidir,indices
TE_D_00039_062ea3_aug.json,46,living_kitchen,0,14,14,1.000000,1.000000,0 1 2 3 4 5 6 7 8 9 10 11 12 13
TE_D_00039_062ea3_aug.json,47,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_062ea3_aug.json,48,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_062ea3_aug.json,49,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_062ea3_aug.json,50,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_062ea3_aug.json,51,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_062ea3_aug.json,52,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_062ea3_aug.json,53,bed_room,0,6,6,1.000000,1.000000,0 1 2 3 4 5
TE_D_00039_062ea3_aug.json,54,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_062ea3_aug.json,55,others,0,6,6,1.000000,1.000000,0 1 2 3 4 5
TE_D_00039_062ea3_aug.json,56,others,0,6,6,1.000000,1.000000,0 1 2 3 4 5
TE_D_00039_062ea3_aug.json,57,others,0,4,4,1.000000,1.000000,0 1 2 3
TE_D_00039_062ea3_aug.json,58,background,0,30,8,0.750000,0.750000,17 18 23 24 25 26 27 28
TE_D_00039_062ea3_aug.json,58,background,1,30,22,0.909091,0.909091,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 19 20 21 22 29
