shape_idx,orig_label,rf_label,n_points_orig,n_points_rf,label_match,recovered_vertices,cap_strict,cap_bidir,align_rmse,mean_nn_dist,distance_threshold,recovered_indices,visualization_path
43,bed_room,bed_room,4,4,1,4,1.000000,1.000000,0.000193,0.000214,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_043_bed_room.png
44,balcony,balcony,4,4,1,4,1.000000,1.000000,0.000115,0.000231,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_044_balcony.png
45,balcony,balcony,8,8,1,8,1.000000,1.000000,0.000391,0.000310,20.000000,0 1 2 3 4 5 6 7,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_045_balcony.png
46,living_kitchen,living_kitchen,14,14,1,14,1.000000,1.000000,0.000202,0.000261,20.000000,0 1 2 3 4 5 6 7 8 9 10 11 12 13,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_046_living_kitchen.png
47,others,others,4,4,1,4,1.000000,1.000000,0.000168,0.000216,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_047_others.png
48,others,others,4,4,1,4,1.000000,1.000000,0.000242,0.000417,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_048_others.png
49,others,others,4,4,1,4,1.000000,1.000000,0.000252,0.000299,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_049_others.png
50,others,others,4,4,1,4,1.000000,1.000000,0.000164,0.000241,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_050_others.png
51,others,others,4,4,1,4,1.000000,1.000000,0.000225,0.000375,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_051_others.png
52,others,others,4,4,1,4,1.000000,1.000000,0.000204,0.000251,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_052_others.png
53,bed_room,bed_room,6,6,1,6,1.000000,1.000000,0.000283,0.000304,20.000000,0 1 2 3 4 5,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_053_bed_room.png
54,others,others,4,4,1,4,1.000000,1.000000,0.000202,0.000261,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_054_others.png
55,others,others,6,6,1,6,1.000000,1.000000,0.000504,0.000620,20.000000,0 1 2 3 4 5,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_055_others.png
56,others,others,6,6,1,6,1.000000,1.000000,0.000331,0.000461,20.000000,0 1 2 3 4 5,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_056_others.png
57,others,others,4,4,1,4,1.000000,1.000000,0.000365,0.000603,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_057_others.png
58,background,background,30,30,1,30,1.000000,1.000000,0.000535,0.000363,20.000000,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29,roboflow\cap_evaluation\TE_D_00039\TE_D_00039_png.rf.301a23b22d94e0817785bd2577615b75\visualizations\shape_058_background.png
